n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,codes_types_mediations,codes_publics,codes_thematiques,lat,lon,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Ref_0054,,11,Capendu,,Le Chai : Espace culturel,,11700,63 Avenue des Anciens Combattants,,63 Avenue des Anciens Combattants 11700 Capendu,Association,,,04 68 79 37 91,lechai@piemont-alaric.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.187031,2.551455,43.187031,2.551455,63 Avenue des Anciens Combattants,63 Avenue des Anciens Combattants 11700 Capendu,Capendu,11700,11
Ref_0055,,11,Axat,,Mairie d'Axat,,11140,66 Route Départementale,,66 Route Départementale 11140 Axat,Collectivité territoriale,,,04 68 20 50 28,mairie.axat@axat.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.80471,2.234378,42.80471,2.234378,66 Route Departementale,66 Route Departementale 11140 Axat,Axat,11140,11
Ref_0056,,11,Espezel,,Médiathèque du Pays de Sault,,11230,Grand'Rue,,Grand'Rue 11230 Espezel,,Médiathèque,,04 68 74 38 93,media.espezel@gmail.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.88729,2.045895,42.88729,2.045895,Route d’Espezel,Route d’Espezel 11230 Puivert,Puivert,11230,11
Ref_0057,,11,Chalabre,,Bibliothèque Municipale de Chalabre,,11230,4 Rue des Boulangers,,4 Rue des Boulangers 11230 Chalabre,,Bibliothèque,,04 68 69 49 06,epn@pyreneesaudoises.fr,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,42.98373,2.00626,42.98373,2.00626,4 Rue des Boulangers,4 Rue des Boulangers 11230 Chalabre,Chalabre,11230,11
Ref_0058,,11,Espéraza,,Médiathèque d'Espéraza,,11260,avenue de la gare,,avenue de la gare 11260 Espéraza,,Médiathèque,,04 68 74 13 51,bibliotheque_esperaza@Yahoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.935189,2.219577,42.935189,2.219577,Avenue de la Gare,Avenue de la Gare 11260 Espéraza,Espéraza,11260,11
Ref_0059,,11,Villerouge-Termenès,,Maison de services au public POM'S de Villerouge-Termenès,,11330,8 Rue du Couvent,,8 Rue du Couvent 11330 Villerouge-Termenès,,MSAP,,04 68 70 00 16,poms.villerouge@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,MSAP,,,,,,43.007073,2.627163,43.007073,2.627163,8 Rue du Couvent,8 Rue du Couvent 11330 Villerouge-Termenès,Villerouge-Termenès,11330,11
Ref_0060,,11,Tuchan,,France Services - Tuchan,,11350,21 rue de la poste,,21 rue de la poste 11350 Tuchan,,MSAP,,04 68 42 42 41,Tuchan@france-services.gouv.fr1,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 15h30,de 09h00 à 12h00 de 13h30 à 15h30,de 09h00 à 12h00 de 13h30 à 15h30,de 09h00 à 12h00 de 13h30 à 15h30,de 09h00 à 12h00 de 13h30 à 15h30,de 09h00 à 11h30,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,,,,,,42.889375,2.718155,42.889375,2.718155,21 Rue de la Poste,21 Rue de la Poste 11350 Tuchan,Tuchan,11350,11
Ref_0061,,11,Trèbes,,Médiathèque de Trèbes,,11800,place de l'hôtel de ville,,place de l'hôtel de ville 11800 Trèbes,,Médiathèque,,04 68 78 51 33,bibliotheque-trebes@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.209491,2.442856,43.209491,2.442856,Place de l'Hôtel de Ville,Place de l'Hôtel de Ville 11800 Trèbes,Trèbes,11800,11
Ref_0062,,11,Saint-Laurent de la Cabrerisse,,Médiathèque de Saint-Laurent de la Cabrerisse,,11220,22 avenue de narbonne,,22 avenue de narbonne 11220 Saint-Laurent de la Cabrerisse,,Médiathèque,,04 68 33 39 30,mediathequeslc11@gmail.com,https://www.st-laurent-de-la-cabrerisse.com/,,9h30-11h30 & 17h-18h,9h30-11h30 & 16h-18h,,9h30-11h30 & 16h-18h,9h30-11h30,,Février 2022,TP,,ORDM,TP,,,,,,,,,,,,,,,,,,,,oui,,ORDM,TP-TP,,43.08489,2.70105,43.08489,2.70105,22 Avenue de Narbonne,22 Avenue de Narbonne 11220 Saint-Laurent-de-la-Cabrerisse,Saint-Laurent-de-la-Cabrerisse,11220,11
Ref_0063,,11,Saint-André de Roquelongue,,Médiathèque Milcom de Saint-André de Roquelongue,,11200,120 rue des écoles,,120 rue des écoles 11200 Saint-André de Roquelongue,,Médiathèque,,04 68 45 17 56,mediatheque-st-andre@wanadoo.fr,,,15h-19h,,9h-12h et 17h-19h,,9h-12h,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.11488,2.83818,43.11488,2.83818,Rue des Écoles,Rue des Écoles 11200 Saint-André-de-Roquelongue,Saint-André-de-Roquelongue,11200,11
Ref_0064,,11,Limoux,,Espace Public Numérique de la MLIDR11 Limoux,,11300,5 avenue de la gare,,5 avenue de la gare 11300 Limoux,,,,04 68 74 70 90,mli.dr11@wanadoo.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.05643,2.221904,43.05643,2.221904,5 Avenue de la Gare,5 Avenue de la Gare 11300 Limoux,Limoux,11300,11
Ref_0065,,11,Laroque de Fa,,Maison de services au public POM'S Laroque de Fa,,11330,6 rue de la mairie,,6 rue de la mairie 11330 Laroque de Fa,,MSAP,,04 68 70 08 27,poms.laroquedefa@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,MSAP,,,,,,42.956356,2.56445,42.956356,2.56445,Rue de la Mairie,Rue de la Mairie 11330 Laroque-de-Fa,Laroque-de-Fa,11330,11
Ref_0066,,11,Lanet,,Maison de services au public POM'S de Lanet,,11330,Place de la mairie,,Place de la mairie 11330 Lanet,,MSAP,,04 68 70 02 34,poms.lanet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,MSAP,,,,,,42.964345,2.492436,42.964345,2.492436,Place de la Mairie,Place de la Mairie 11330 Lanet,Lanet,11330,11
Ref_0067,,11,Mouthoumet,,ADHCo Centre Social,,11330,23 Rue de la Gare,,23 Rue de la Gare 11330 Mouthoumet,,Centre social,,04 68 70 18 50,adhco.developpement@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.960106,2.528877,42.960106,2.528877,23 Rue de la Gare,23 Rue de la Gare 11330 Mouthoumet,Mouthoumet,11330,11
Ref_0068,,11,Mouthoumet,,Maison de services au public POM'S de Mouthoumet,,11330,12 Rue de la Gare,,12 Rue de la Gare 11330 Mouthoumet,,MSAP,,04 68 42 12 95,poms.mouthoumet@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,MSAP,,,,,,42.960196,2.528048,42.960196,2.528048,12 Rue de la Gare,12 Rue de la Gare 11330 Mouthoumet,Mouthoumet,11330,11
Ref_0069,,11,Félines-Termenès,,Maison de services au public POM'S de Félines-Termenès,,11330,20 Avenue Termenès,,20 Avenue Termenès 11330 Félines-Termenès,,MSAP,,,poms.felines@orange.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,MSAP,,,,,,42.989157,2.615493,42.989157,2.615493,20 Avenue du Termenès,20 Avenue du Termenès 11330 Félines-Termenès,Félines-Termenès,11330,11
Ref_0070,,11,Castelnaudary,,Mission Locale Ouest Audois,,11400,53 Boulevard Général Lapasset,,53 Boulevard Général Lapasset 11400 Castelnaudary,,Mission locale,,04 68 23 67,accueil.castelnaudary@mloa.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.320823,1.950425,43.320823,1.950425,Boulevard Lapasset,Boulevard Lapasset 11400 Castelnaudary,Castelnaudary,11400,11
Ref_0071,,11,Castelnaudary,,Médiathèque Georges Canguilhem,,11400,8 Rue du Commandant Raynal,,8 Rue du Commandant Raynal 11400 Castelnaudary,,Médiathèque,,04 68 94 58 49,mediatheques@cccla.fr,,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.320146,1.949409,43.320146,1.949409,8 Rue du Commandant Raynal,8 Rue du Commandant Raynal 11400 Castelnaudary,Castelnaudary,11400,11
Ref_0072,,11,Carcassonne,,Espace de co-oworking : L'Alpha'[R],CARCASSONNE AGGLO,11000,20 Rue Claude Chappe,,20 Rue Claude Chappe 11000 Carcassonne,,,,,rmine@carcassonne-agglo.fr,,,,,,,,,Decembre 2019,,,W,,,,,,,,,,,,,,,,,,,,,,,W,,,43.21177,2.324315,43.21177,2.324315,20 Rue Claude Chappe,20 Rue Claude Chappe 11000 Carcassonne,Carcassonne,11000,11
Ref_0073,,11,Carcassonne,,Ateliers Canopé,,11000,10 Boulevard Omer Sarraut,,10 Boulevard Omer Sarraut 11000 Carcassonne,Association,,,,contact.atelier11@reseau-canope.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.216587,2.352707,43.216587,2.352707,10 Boulevard Omer Sarraut,10 Boulevard Omer Sarraut 11000 Carcassonne,Carcassonne,11000,11
Ref_0074,,11,Carcassonne,,Point Numérique,Préfecture de l'Aude,11000,52 Rue Jean Bringer,,52 Rue Jean Bringer 11000 Carcassonne,,,,04 68 10 27 00,,,,,,,,,,Janvier 2020,TP,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP-TP,,43.214867,2.353742,43.214867,2.353742,52 Rue Jean Bringer,52 Rue Jean Bringer 11000 Carcassonne,Carcassonne,11000,11
Ref_0075,,11,Limoux,,Point Numérique,Préfecture de l'Aude,11300,12 rue du palais,,12 rue du palais 11300 Limoux,,,,04 68 31 03 50,,,,,,,,,,Janvier 2020,TP,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP-TP,,43.054883,2.217804,43.054883,2.217804,12 Rue du Palais,12 Rue du Palais 11300 Limoux,Limoux,11300,11
Ref_0076,,11,Vignevieille,,Maison de services au public POM'S de Vignevieille,,11330,6 rue du lavoir,,6 rue du lavoir 11330 Vignevieille,,MSAP,,04 68 70 06 81,poms.vignevieille@orange.fr,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.005662,2.525325,43.005662,2.525325,Rue du Lavoir,Rue du Lavoir 11330 Vignevieille,Vignevieille,11330,11
Ref_0077,,11,Quillan,,Bibliothèque Municipale de Quillan,,11500,9 Place Raoul de Volontat,,9 Place Raoul de Volontat 11500 Quillan,,Bibliothèque,,04 68 31 15 46,epn@pyreneesaudoises.fr,,,,,,,,,Janvier 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,42.875281,2.183676,42.875281,2.183676,9 Place Raoul de Volontat,9 Place Raoul de Volontat 11500 Quillan,Quillan,11500,11
Ref_0078,,11,Villepinte,,Médiathèque de Villepinte,,11150,12 boulevard gambetta,,12 boulevard gambetta 11150 Villepinte,,Médiathèque,,01 55 85 96 33,,,,,,,,,,Janvier 2020,TP,,ORD,,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.281251,2.088425,43.281251,2.088425,12 Boulevard Gambetta,12 Boulevard Gambetta 11150 Villepinte,Villepinte,11150,11
Ref_0079,,11,Narbonne,,MEDIATHEQUE DU GRAND NARBONNE,Grand Narbonne,11100,9 Boulevard Frédéric Mistral,,9 Boulevard Frédéric Mistral 11100 Narbonne,,Médiathèque,,04 68 43 40 40,,,,,,,,,,Janvier 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.187582,3.003669,43.187582,3.003669,Boulevard Frederic Mistral,Boulevard Frederic Mistral 11100 Narbonne,Narbonne,11100,11
Ref_0080,,11,LES ILHES CABARDES,,Maison de Services au Public du Haut Cabardès,,11380,Route de Mas-Cabardès,,Route de Mas-Cabardès 11380 LES ILHES CABARDES,,MSAP,,04 68 26 33 22,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.363067,2.376678,43.363067,2.376678,Route de Mas-cabardès,Route de Mas-cabardès 11380 Les Ilhes,Les Ilhes,11380,11
Ref_0081,,11,Bram,,Pop Coworking,,11150,2 impasse de malepère,,2 impasse de malepère 11150 Bram,,,,06 67 32 58 10,,,,,,,,,,Janvier 2020,,,W,,,,,,,,,,,,,,,,,,,,,,,W,,,43.24197,2.092561,43.24197,2.092561,2 Impasse de la Malepère,2 Impasse de la Malepère 11150 Bram,Bram,11150,11
Ref_0082,,11,SALLES-SUR-L’HERS,,Cowork'in Ganguise,,11410,Mairie,,Mairie 11410 SALLES-SUR-L’HERS,,,,06 77 87 39 84,,,,,,,,,,Janvier 2020,,,W,,,,,,,,,,,,,,,,,,,,,,,W,,,43.292768,1.780235,43.292768,1.780235,Salles-sur-l'Hers,Salles-sur-l'Hers,Salles-sur-l'Hers,11410,11
Ref_0083,,11,Sainte-Valière,,Médiathèque Lo Gal,,11120,7 Place de l'Église,,7 Place de l'Église 11120 Sainte-Valière,,Médiathèque,,04 68 46 31 19,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.272781,2.842222,43.272781,2.842222,7 Place de l'Eglise,7 Place de l'Eglise 11120 Sainte-Valière,Sainte-Valière,11120,11
Ref_0084,,11,Rouffiac-d’Aude,,Médiathèque,Carcassonne Agglo,11250,Allée des Marronniers,,Allée des Marronniers 11250 Rouffiac-d’Aude,,Médiathèque,,04 68 26 48 95,mediatheque@carcassonne-agglo.fr,,,,,,,,,Janvier 2020,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.128635,2.297558,43.128635,2.297558,Allée des Marronniers,Allée des Marronniers 11250 Rouffiac-d'Aude,Rouffiac-d'Aude,11250,11
Ref_0085,,11,CARCASSONNE,,LIEU RESSOURCES INSERTION,Ligue de l'enseignement,11000,16 rue Fédou,,16 rue Fédou 11000 CARCASSONNE,,,,04 68 25 99 88,lri@ligue11.org,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.213587,2.358548,43.213587,2.358548,16 Rue Fédou,16 Rue Fédou 11000 Carcassonne,Carcassonne,11000,11
Ref_0086,,11,Gruissan,,MJC de Gruissan,,11430,Montée du Pech,,Montée du Pech 11430 Gruissan,,,,04 68 49 61 87,,https://www.mjc-gruissan.com/,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106805,3.090296,43.106805,3.090296,Montee du Pech,Montee du Pech 11430 Gruissan,Gruissan,11430,11
Ref_0087,,11,Carcassonne,,MJC de Carcassonne,,11000,91 rue Aimé Ramond,,91 rue Aimé Ramond 11000 Carcassonne,,,,04 68 11 17 00,mjc@carca.org,http://carca.org/online/,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.211839,2.347837,43.211839,2.347837,91 Rue Aime Ramond,91 Rue Aime Ramond 11000 Carcassonne,Carcassonne,11000,11
Ref_0088,,31,Arbas,,Bibliothèque municipale,Foyer rural,31160,Place de la Mairie,,Place de la Mairie 31160 Arbas,,Bibliothèque,,05 61 98 18 03,bibliotheque@arbas.fr,https://foyerruralarbas.wordpress.com/bibliotheque/,,,,,,,,Decembre 2019,,,ORD,TP,,,,,,,,,,,,,,,,,,,,,,ORD,TP,,42.995836,0.907489,42.995836,0.907489,Place de la Mairie,Place de la Mairie 31160 Arbas,Arbas,31160,31
Ref_0089,,31,Auterive,,Le foyer Auterive,,31190,1 place du Maréchal Leclerc,,1 place du Maréchal Leclerc 31190 Auterive,,Centre social,,,,centresocialauterive.fr,10h à 12h et de 14h à 18h,10h à 12h et de 14h à 18h,10h à 12h et de 14h à 18h,10h à 12h et de 14h à 18h,10h à 12h et de 14h à 18h,,,Decembre 2019,,,SENS,,,,ORDM,,,,ACCDA,,,,,,,,,,,,,,,SENS-ORDM-ACCDA,,,43.352866,1.477881,43.352866,1.477881,1 Place du Marechal Leclerc,1 Place du Marechal Leclerc 31190 Auterive,Auterive,31190,31
Ref_0090,,31,Auterive,,Médiathèque municipale,,31190,780 Route d'Espagne,,780 Route d'Espagne 31190 Auterive,,,,05 82 95 45 75,mediatheque@auterive-ville.fr,,,,,,,,,Decembre 2019,,,ORD,TP,adhésion,,,,,,,,,,,,,,,,,,,,,ORD,TP,,43.337717,1.480148,43.337717,1.480148,780 Route d'Espagne,780 Route d'Espagne 31190 Auterive,Auterive,31190,31
Ref_0091,,31,Auterive,,Communauté de communes de bassin auterivain,,31190,ZI Robert Lavigne RD 820,,ZI Robert Lavigne RD 820 31190 Auterive,Collectivité territoriale,,,05 61 50 99 00,,http://annuaire.auterive31.fr/front/index.php?membre=1687,,,,,,,,Decembre 2019,,,ACCDS,TP,Libre,,COMP,Emploi,Libre,,,,,,,,,,,,,,,,,ACCDS-COMP,TP-Emploi,,43.366215,1.4509,43.366215,1.4509,Zone Industrielle Lavigne,Zone Industrielle Lavigne 31190 Auterive,Auterive,31190,31
Ref_0092,,31,Auterive,,France Service - CC Bassin Auterivain,Communauté de communes,31190,Rd 820 ZI Robert Lavigne,,Rd 820 ZI Robert Lavigne 31190 Auterive,Collectivité territoriale,,,05 61 50 99 00,franceservices@ccba31.fr,,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,-,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,,,,,,43.366215,1.4509,43.366215,1.4509,Zone Industrielle Lavigne,Zone Industrielle Lavigne 31190 Auterive,Auterive,31190,31
Ref_0093,,31,Auterive,,TL ESPACE FIRMIN PONS,COMMUNE AUTERIVE,31190,780 route d'Espagne,,780 route d'Espagne 31190 Auterive,Collectivité territoriale,,,05.61.50.96.87,dgs@auterive-ville.fr,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.337717,1.480148,43.337717,1.480148,780 Route d'Espagne,780 Route d'Espagne 31190 Auterive,Auterive,31190,31
Ref_0094,,31,Bagnères de Luchon,,MJC,,31110,,,31110 Bagnères de Luchon,,,,,luchon@mjc-midi-pyrenees.com,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.791337,0.589937,42.791337,0.589937,Bagnères-de-Luchon,Bagnères-de-Luchon,Bagnères-de-Luchon,31110,31
Ref_0095,,31,Escalquens,,Le 100eme singe,,31750,13 avenue de la mairie,,13 avenue de la mairie 31750 Escalquens,Association,,,,lecentiemesinge@gmail.com,https://le100esinge.com/,,,,,,,,Février 2021,,,W,TP,Mise à disposition des espaces de travail partagé  pouvant devenir un facteur de réseaux professionnels,,ACCN,J DE ALL,L'activité est en développement  notre médiatrice numérique est formée à l'e-inclusion professionnelle pour la jeunesse et nous tendons vers l'accès au numérique pour le public des restos du coeur  nos voisins.,,FL,TP,Activité en co-portage avec Escale Bricole (https://escale-bricole.fr/),,COMP,J ALL,L'activité est en développement  notre médiatrice numérique est formée à l'e-inclusion professionnelle pour la jeunesse et nous tendons vers l'accès au numérique pour le public des restos du coeur.,L'activité est en développement  notre médiatrice numérique est formée à l'e-inclusion professionnelle pour la jeunesse et nous tendons vers l'accès au numérique pour le public des restos du coeur.,,,,,TL,oui,,W-ACCN-FL-COMP,TP-J DE ALL-TP-J ALL,,43.517589,1.55772,43.517589,1.55772,13 Avenue de la Mairie,13 Avenue de la Mairie 31750 Escalquens,Escalquens,31750,31
Ref_0096,,31,Bessieres,,France Services - Val Aïgo Antenne de Bessières,Communauté de communes Val'Aïgo,31660,26 Place du souvenir,,26 Place du souvenir 31660 Bessieres,Collectivité territoriale,,,,cias2@valaigo.fr,,9:00 - 12:30 / 14:00 - 17:00,9:00 - 12:30 / Sur RDV : après-midi,9:00 - 12:30 / Sur RDV : après-midi,9:00 - 12:30 / Sur RDV : après-midi,9:00 - 12:30 / Sur RDV : après-midi,-,,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,MFS,,,,,,43.800751,1.606565,43.800751,1.606565,26 Place du Souvenir,26 Place du Souvenir 31660 Bessières,Bessières,31660,31
Ref_0097,,31,Blagnac,,Mairie de Blagnac,,31700,1 place des Arts,,1 place des Arts 31700 Blagnac,Collectivité territoriale,,,05 61 71 72 00,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.635319,1.39838,43.635319,1.39838,Place des Arts,Place des Arts 31700 Blagnac,Blagnac,31700,31
Ref_0098,,31,Blagnac,,MJC DES ARTS BLAGNAC,,31700,2 rue de la Croix Blanche,,2 rue de la Croix Blanche 31700 Blagnac,Association,,,05 34 26 52 75,contact@mjc-arts-blagnac.com,https://www.mjc-arts-blagnac.com/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.63351,1.39861,43.63351,1.39861,2 Rue de la Croix Blanche,2 Rue de la Croix Blanche 31700 Blagnac,Blagnac,31700,31
Ref_0099,,31,Cazères,,Maison Pour tous,,31220,6 rue des Capucins,,6 rue des Capucins 31220 Cazères,,Centre social,,,,www.mptcazeres.fr,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,ORDM,,,,,,,,,,,,,,,,,,,COMP-ORDM,TP,,43.20428,1.08388,43.20428,1.08388,6 Rue des Capucins,6 Rue des Capucins 31220 Cazères,Cazères,31220,31
Ref_0100,,31,Cintegabelle,,Foyer rural « La Gabela »,,31550,mairie,,mairie 31550 Cintegabelle,,Foyer rural,,,,,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,,,,,,,,,,,,,,,,,,,,COMP,TP,,43.318449,1.536907,43.318449,1.536907,Pinie,Pinie 31550 Cintegabelle,Cintegabelle,31550,31
Ref_0101,,31,Clarac,,foyer rural Clarac,,31210,Chemin de Sainte Anne,,Chemin de Sainte Anne 31210 Clarac,Association,Foyer rural,,05 61 89 70 64,foyer-rural-clarac@orange.fr,http://www.foyerruralclarac.org/accueil.html,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,,,,,,,,,,,,,,,,,,,,COMP,TP,,43.097976,0.62331,43.097976,0.62331,Chemin de Sainte Anne,Chemin de Sainte Anne 31210 Clarac,Clarac,31210,31
Ref_0102,,31,Colomiers,,Mairie,,31770,,,31770 Colomiers,Collectivité territoriale,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.609804,1.32962,43.609804,1.32962,Colomiers,Colomiers,Colomiers,31770,31
Ref_0103,,31,Colomiers,,CCAS,,31770,18 PLACE DU LANGUEDOC,,18 PLACE DU LANGUEDOC 31770 Colomiers,Collectivité territoriale,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6109,1.33016,43.6109,1.33016,18 Place du Languedoc,18 Place du Languedoc 31770 Colomiers,Colomiers,31770,31
Ref_0104,,31,Colomiers,,LA MIJOTEUSE,COMMUNE DE COLOMIERS,31770,Place Joseph Verseille,,Place Joseph Verseille 31770 Colomiers,Collectivité territoriale,,,06.38.50.65.31.,christine.gouaux@mairie-colomiers.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.609555,1.339555,43.609555,1.339555,Place Joseph Verseille,Place Joseph Verseille 31770 Colomiers,Colomiers,31770,31
Ref_0105,,31,Colomiers,,Point Rencontres Chomeurs Precaires (PRCP),,31770,2 Allée du Vignemale,,2 Allée du Vignemale 31770 Colomiers,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,APTIC,,,,,,43.60514,1.333515,43.60514,1.333515,2 Allée du Vignemale,2 Allée du Vignemale 31770 Colomiers,Colomiers,31770,31
Ref_0106,,31,Fenouillet,,Association Femmes du Monde,,31150,,,31150 Fenouillet,Association,Centre social,,05 31 48 50 99 06 27 20 24 70,asso.femmesdumonde@gmail.com,http://femmes-du-monde-31.blogspot.fr/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.684445,1.391525,43.684445,1.391525,Fenouillet,Fenouillet,Fenouillet,31150,31
Ref_0107,,31,La Salvetat Saint Gilles,,centre social F Chopin,,31880,Rue Frédéric Chopin,,Rue Frédéric Chopin 31880 La Salvetat Saint Gilles,,Centre social,,05.34.52.70.96,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,,,,,,,,,,,,,,,,,,,,COMP,SEN,,43.575575,1.273254,43.575575,1.273254,Avenue Frederic Chopin,Avenue Frederic Chopin 31880 La Salvetat-Saint-Gilles,La Salvetat-Saint-Gilles,31880,31
Ref_0108,,31,Labège,,ASSOCIATION IOT VALLEY,,31670,425 rue Jean Rostand,,425 rue Jean Rostand 31670 Labège,Association,,,,bertran@iot-valley.fr,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,TL,,,,,,43.543887,1.511505,43.543887,1.511505,425 Rue Jean Rostand,425 Rue Jean Rostand 31670 Labège,Labège,31670,31
Ref_0109,,31,Escalquens,,Maison de la Solidarité,,31670,Mairie d'Escalquens Place François Mitterrand,,Mairie d'Escalquens Place François Mitterrand 31670 Escalquens,,Centre social,,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,Juin 2021,,,ORDM,,,,ENT,SEN,Ouvert aux adhérents du centre social - Sur inscription  priorité aux Escalquinois.  Tous les mercredis de 14h à 17h hors vacances scolaires,Mathilde LABETAA,ACCDS,TP,Démarche simple en ligne liée à un droit (aller chercher une attestation sur son espace personnel  transmettre une pièce jointe  faire une déclaration trimestrielle...),,,,,,,,,,,,,ORDM-ENT-ACCDS,SEN-TP,,43.517864,1.558979,43.517864,1.558979,Place Francois Mitterrand,Place Francois Mitterrand 31750 Escalquens,Escalquens,31750,31
Ref_0110,,31,Lagardelle-sur-Lèze,,EVOLFABLAB,,31870,289 route de la fontannasse,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,Association,,,06 20 22 11 48,infoaleze@gmail.com,,,,,,,,,Decembre 2019,,,FL,,,,,,,,,,,,,,,,,,,,TL,,,FL,,,43.414727,1.396756,43.414727,1.396756,289 Route de la Fontanasse,289 Route de la Fontanasse 31870 Lagardelle-sur-Lèze,Lagardelle-sur-Lèze,31870,31
