n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
Ref_0187,,31,Toulouse,,Pole Emploi Borderouge,Pole Emploi,31200,6 rue françoise d'eaubonne,Bat C,6 rue françoise d'eaubonne 31200 Toulouse,,Agence Pôle Emploi,,,,www.pole-emploi.fr,,,,,,,,Decembre 2019,,,ORDM,,,,SENS,,,,,,,,ACCDA,,,,,,,,,,,,43.643232,1.453016,ORDM-SENS-ACCDA,,,43.643232,1.453016,6 Rue Françoise d'Eaubonne 31200 Toulouse,0.97,housenumber,31555_3549_00006,6,Rue Françoise d'Eaubonne,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0188,,31,Toulouse,,Parole expression,,31200,19 rue Marc Arcis,,19 rue Marc Arcis 31200 Toulouse,Association,,,05 82 95 67 80,,paroleexpression.fr,,,,,,,,Decembre 2019,Etranger,,ACCDA,,,,COMP,,,,,,,,,,,,,,,,,,,,43.623632,1.43616,ACCDA-COMP,Etranger,,43.623632,1.43616,19 Rue Marc Arcis 31200 Toulouse,0.98,housenumber,31555_5588_00019,19,Rue Marc Arcis,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0189,,31,Toulouse,,maison des solidarités Minimes,Conseil départemental,31200,33 rue joseph jacquard,,33 rue joseph jacquard 31200 Toulouse,Collectivité territoriale,,,05 62 72 77 80,,,,,,,,,,Decembre 2019,,,ACCDA,,,,,,,,,,,,,,,,,,,,,,,,43.623466,1.427715,ACCDA,,,43.623466,1.427715,33 Rue Joseph Jacquard 31200 Toulouse,0.98,housenumber,31555_4756_00033,33,Rue Joseph Jacquard,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0190,,31,Toulouse,,Secours populaire,Secours populaire,31200,147 avenue des etats unis,,147 avenue des etats unis 31200 Toulouse,Association,,,05 34 40 34 40,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.63554,1.43059,,,,43.63554,1.43059,147 Avenue des Etats Unis 31200 Toulouse,0.99,housenumber,31555_3104_00147,147,Avenue des Etats Unis,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0191,,31,Toulouse,,Secours catholique,Secours catholique,31200,place du marche aux cochons,,place du marche aux cochons 31200 Toulouse,Association,,,05 34 25 67 40,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.620412,1.435066,,,,43.620412,1.435066,Place du Marché Aux Cochons 31200 Toulouse,0.97,street,31555_5632,,Place du Marché Aux Cochons,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0192,,31,Toulouse,,point information jeunesse (PIJ) Quartier Nord,,31200,118 Boulevard Pierre et Marie Curie,,118 Boulevard Pierre et Marie Curie 31200 Toulouse,Association,,,05 62 72 23 78,cyberbasetoulousenord@orange.fr,http://www.pijtoulousenord.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.626305,1.43686,,,,43.626305,1.43686,118 Boulevard Pierre et Marie Curie 31200 Toulouse,0.99,housenumber,31555_6880_00118,118,Boulevard Pierre et Marie Curie,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0193,,31,Toulouse,,Entr'act solidarite,,31200,148 avenue de fronton,,148 avenue de fronton 31200 Toulouse,Association,,,05 61 55 59 26,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.637631,1.433421,,,,43.637631,1.433421,148 Avenue de Fronton 31200 Toulouse,0.99,housenumber,31555_3620_00148,148,Avenue de Fronton,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0194,,31,Toulouse,,Mission Locale Antenne quartier nord,,31200,1 rue ernest renan,,1 rue ernest renan 31200 Toulouse,Association,,,05 61 57 59 92,,https://www.mltoulouse.org/,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.632985,1.443884,,,,43.632985,1.443884,Rue Ernest Renan 31200 Toulouse,0.92,street,31555_3044,,Rue Ernest Renan,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0195,,31,Toulouse,,Centre social Alliances & Cultures Cap Nord,,31200,12 rue Clouet,,12 rue Clouet 31200 Toulouse,,Centre social,,05 61 13 35 96,alliancesetculturesnord@yahoo.fr,www.alliancesetcultures.ouvaton.org,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.631471,1.43278,,,,43.631471,1.43278,12 Rue Marcel Clouet 31200 Toulouse,0.79,housenumber,31555_5604_00012,12,Rue Marcel Clouet,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0196,,31,Toulouse,,CCPS et CARMI,,31200,44 chemin des izards,,44 chemin des izards 31200 Toulouse,,Centre social,,05 62 72 48 50,clshp@ccpst.org carmi@ccpst.org,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.639736,1.4445,,,,43.639736,1.4445,44 Chemin des Izards 31200 Toulouse,0.98,housenumber,31555_4380_00044,44,Chemin des Izards,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0197,,31,Toulouse,,Alliances et Cultures Les Troênes,,31200,69 rue des Troênes,,69 rue des Troênes 31200 Toulouse,,Centre social,,05 61 57 14 71,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.617705,1.414786,,,,43.617705,1.414786,69 Rue des Troènes 31200 Toulouse,0.98,housenumber,31555_8588_00069,69,Rue des Troènes,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0198,,31,Toulouse,,Antenne CCPS Picarel,,31200,26 allées Django Reinhard,,26 allées Django Reinhard 31200 Toulouse,,Centre social,,05 61 70 45 62,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.647936,1.411325,,,,43.647936,1.411325,Allée Django Reinhardt 31200 Toulouse,0.78,street,31555_2671,,Allée Django Reinhardt,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0199,,31,Toulouse,,Antenne CCPS Les Chênes,,31200,49 rue des mésanges,,49 rue des mésanges 31200 Toulouse,,Centre social,,05 62 75 46 29,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,43.660754,1.411986,,,,43.660754,1.411986,49 Rue des Mésanges 31200 Toulouse,0.98,housenumber,31555_5898_00049,49,Rue des Mésanges,,31200,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
Ref_0200,,31,Toulouse,,Centre social Izards/Borderouge,,31200,1 place Micoulaud,,1 place Micoulaud 31200 Toulouse,,Centre social,,05 67 04 14 80,,,,,,,,,,Decembre 2019,,,COMP,TP,,,ORD,ALL,Libre,,ORD,TP,Libre,,,,,,,,,,,,,,43.638147,1.444005,COMP-ORD-ORD,TP-ALL-TP,,43.638133,1.443975,Place Micoulaud 31100 Toulouse,0.8,locality,31555_5935,,Place Micoulaud,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
